,freq,prob
plɪŋs,19,1.87999e-05
pəl,19,1.87999e-05
muːt,19,1.87999e-05
mʏnç,19,1.87999e-05
mɛnʃ,19,1.87999e-05
kɔx,19,1.87999e-05
jʊŋ,19,1.87999e-05
ɡlaɪh,19,1.87999e-05
ɡaːm,19,1.87999e-05
ɡʃɛf,19,1.87999e-05
ɡɛt,19,1.87999e-05
ɡɛn,19,1.87999e-05
ftə,19,1.87999e-05
flən,19,1.87999e-05
fart,19,1.87999e-05
fəl,19,1.87999e-05
djən,19,1.87999e-05
djə,19,1.87999e-05
buːl,19,1.87999e-05
blaɪpt,19,1.87999e-05
aɪs,19,1.87999e-05
ʒɛt,19,1.87999e-05
ɒɔb,19,1.87999e-05
zuːɐ,18,1.78104e-05
zjoːn,18,1.78104e-05
zʏs,18,1.78104e-05
zɪm,18,1.78104e-05
zɐs,18,1.78104e-05
vaŋ,18,1.78104e-05
vaːt,18,1.78104e-05
tɪn,18,1.78104e-05
svœlf,18,1.78104e-05
sɪh,18,1.78104e-05
rɛt,18,1.78104e-05
njuːs,18,1.78104e-05
niːns,18,1.78104e-05
nʏɐn,18,1.78104e-05
kriːk,18,1.78104e-05
klɪ,18,1.78104e-05
kaːl,18,1.78104e-05
je,18,1.78104e-05
jɛk,18,1.78104e-05
jəs,18,1.78104e-05
hoːlt,18,1.78104e-05
ɡrɛn,18,1.78104e-05
ɡeːp,18,1.78104e-05
ɡaɪs,18,1.78104e-05
ɡɪs,18,1.78104e-05
ɡɪʃ,18,1.78104e-05
ɡɛː,18,1.78104e-05
fɛɐm,18,1.78104e-05
daːrf,18,1.78104e-05
daːr,18,1.78104e-05
daːm,18,1.78104e-05
dʏs,18,1.78104e-05
dɛk,18,1.78104e-05
bruː,18,1.78104e-05
briː,18,1.78104e-05
braɪt,18,1.78104e-05
blɛt,18,1.78104e-05
bax,18,1.78104e-05
bɪst,18,1.78104e-05
aɐ,18,1.78104e-05
ʃaɪnt,18,1.78104e-05
ʃʊl,18,1.78104e-05
ɒak,18,1.78104e-05
ɒaɪŋt,18,1.78104e-05
ɒɛʃ,18,1.78104e-05
əlt,18,1.78104e-05
zɪj,17,1.6821e-05
vals,17,1.6821e-05
vaɪst,17,1.6821e-05
vɪks,17,1.6821e-05
vøːn,17,1.6821e-05
tseːŋ,17,1.6821e-05
trɛːkt,17,1.6821e-05
tʃaft,17,1.6821e-05
tɔx,17,1.6821e-05
tɔk,17,1.6821e-05
təst,17,1.6821e-05
suːk,17,1.6821e-05
rɔs,17,1.6821e-05
nraɪ,17,1.6821e-05
nɛːɐ,17,1.6821e-05
meːl,17,1.6821e-05
manç,17,1.6821e-05
maɪnts,17,1.6821e-05
mɒm,17,1.6821e-05
mɪh,17,1.6821e-05
kreːt,17,1.6821e-05
kraʊs,17,1.6821e-05
keːɐ,17,1.6821e-05
kɐt,17,1.6821e-05
hɪst,17,1.6821e-05
hɪlf,17,1.6821e-05
ɡrʏn,17,1.6821e-05
ɡmaxt,17,1.6821e-05
ɡœn,17,1.6821e-05
fmf,17,1.6821e-05
floː,17,1.6821e-05
fɪŋ,17,1.6821e-05
dʒɛs,17,1.6821e-05
brɔn,17,1.6821e-05
biːl,17,1.6821e-05
baʊx,17,1.6821e-05
bɔŋt,17,1.6821e-05
bɛst,17,1.6821e-05
aɪntç,17,1.6821e-05
aɪçt,17,1.6821e-05
ʊms,17,1.6821e-05
ʃɪn,17,1.6821e-05
ɔt,17,1.6821e-05
ɪd,17,1.6821e-05
zoːn,16,1.58315e-05
zaːh,16,1.58315e-05
x,16,1.58315e-05
veːɐt,16,1.58315e-05
tuːŋ,16,1.58315e-05
tsiːt,16,1.58315e-05
tɪh,16,1.58315e-05
tɛːɐ,16,1.58315e-05
svan,16,1.58315e-05
sa,16,1.58315e-05
sʊs,16,1.58315e-05
sɛk,16,1.58315e-05
sɛɐt,16,1.58315e-05
roːɐ,16,1.58315e-05
rʊs,16,1.58315e-05
rɪŋ,16,1.58315e-05
psn,16,1.58315e-05
pakt,16,1.58315e-05
pak,16,1.58315e-05
pɛn,16,1.58315e-05
nar,16,1.58315e-05
nɔn,16,1.58315e-05
nɪmt,16,1.58315e-05
maɪns,16,1.58315e-05
lɪt,16,1.58315e-05
kveː,16,1.58315e-05
koːɐ,16,1.58315e-05
kart,16,1.58315e-05
kaʊm,16,1.58315e-05
kaʊfs,16,1.58315e-05
kʊnst,16,1.58315e-05
kɔnt,16,1.58315e-05
jo,16,1.58315e-05
hnət,16,1.58315e-05
hɔlt,16,1.58315e-05
hɔf,16,1.58315e-05
ɡlat,16,1.58315e-05
fyːɐt,16,1.58315e-05
frʊm,16,1.58315e-05
fliːk,16,1.58315e-05
fɪks,16,1.58315e-05
dʊm,16,1.58315e-05
beːt,16,1.58315e-05
ʊŋk,16,1.58315e-05
ʃtʏn,16,1.58315e-05
ʃpiːls,16,1.58315e-05
ʃɪkt,16,1.58315e-05
ʃɛk,16,1.58315e-05
ʃøːm,16,1.58315e-05
ɒɛk,16,1.58315e-05
ɪss,16,1.58315e-05
zak,15,1.4842e-05
zʊs,15,1.4842e-05
zøː,15,1.4842e-05
veːn,15,1.4842e-05
vɛlt,15,1.4842e-05
vœç,15,1.4842e-05
tsɔʏ,15,1.4842e-05
siːɐn,15,1.4842e-05
saːŋ,15,1.4842e-05
sɒaːr,15,1.4842e-05
sɪn,15,1.4842e-05
riːs,15,1.4842e-05
pɪs,15,1.4842e-05
nuːŋ,15,1.4842e-05
nam,15,1.4842e-05
mak,15,1.4842e-05
mɔn,15,1.4842e-05
mɛɐkt,15,1.4842e-05
leːm,15,1.4842e-05
lʊŋs,15,1.4842e-05
kvaː,15,1.4842e-05
kaʊft,15,1.4842e-05
haʊz,15,1.4842e-05
hɔlts,15,1.4842e-05
hɛn,15,1.4842e-05
ɡaːɐ,15,1.4842e-05
ɡʊss,15,1.4842e-05
ɡʃriː,15,1.4842e-05
ɡəm,15,1.4842e-05
fryːs,15,1.4842e-05
fɪɐts,15,1.4842e-05
dreː,15,1.4842e-05
dnən,15,1.4842e-05
dʏɐft,15,1.4842e-05
baʊt,15,1.4842e-05
baʊn,15,1.4842e-05
baʊm,15,1.4842e-05
bɔm,15,1.4842e-05
bɪŋ,15,1.4842e-05
bœɐ,15,1.4842e-05
ans,15,1.4842e-05
aɪnt,15,1.4842e-05
aːhs,15,1.4842e-05
ʊt,15,1.4842e-05
ʃneː,15,1.4842e-05
ʃʏs,15,1.4842e-05
ɒʊnd,15,1.4842e-05
ɒɪss,15,1.4842e-05
ɪnt,15,1.4842e-05
zrə,14,1.38526e-05
ziːɐt,14,1.38526e-05
zɔɐŋ,14,1.38526e-05
zɛː,14,1.38526e-05
vant,14,1.38526e-05
vɔks,14,1.38526e-05
vɛnt,14,1.38526e-05
tsɛŋ,14,1.38526e-05
triːp,14,1.38526e-05
tiːs,14,1.38526e-05
tatʃ,14,1.38526e-05
taɪm,14,1.38526e-05
təŋ,14,1.38526e-05
siːt,14,1.38526e-05
sɛɐ,14,1.38526e-05
rʏt,14,1.38526e-05
rɪp,14,1.38526e-05
rɛst,14,1.38526e-05
prɛ,14,1.38526e-05
plʊs,14,1.38526e-05
pʏŋkt,14,1.38526e-05
nyːŋ,14,1.38526e-05
nɛŋ,14,1.38526e-05
maːls,14,1.38526e-05
mʊts,14,1.38526e-05
məns,14,1.38526e-05
luː,14,1.38526e-05
krʊnt,14,1.38526e-05
kax,14,1.38526e-05
kʊŋ,14,1.38526e-05
kɔ,14,1.38526e-05
jɛs,14,1.38526e-05
haʊx,14,1.38526e-05
ɡrʊp,14,1.38526e-05
ɡrɪf,14,1.38526e-05
ɡɔl,14,1.38526e-05
foːɐm,14,1.38526e-05
fnf,14,1.38526e-05
fɛŋt,14,1.38526e-05
diːɐt,14,1.38526e-05
brɔʏ,14,1.38526e-05
bo,14,1.38526e-05
bəns,14,1.38526e-05
ʊnd,14,1.38526e-05
ʃtrɛts,14,1.38526e-05
ʃtʏ,14,1.38526e-05
ʃpraːx,14,1.38526e-05
ʃnɪt,14,1.38526e-05
ʃʊs,14,1.38526e-05
ɒaʊh,14,1.38526e-05
ɛd,14,1.38526e-05
zɪl,13,1.28631e-05
vɔk,13,1.28631e-05
vɛks,13,1.28631e-05
vɛɐts,13,1.28631e-05
tsvaɪn,13,1.28631e-05
tsvɛks,13,1.28631e-05
tsɪt,13,1.28631e-05
tsɪʃ,13,1.28631e-05
tsɪçst,13,1.28631e-05
triːɐn,13,1.28631e-05
traxt,13,1.28631e-05
trɪts,13,1.28631e-05
trɛn,13,1.28631e-05
tos,13,1.28631e-05
riːl,13,1.28631e-05
reːn,13,1.28631e-05
raɪs,13,1.28631e-05
paː,13,1.28631e-05
nfa,13,1.28631e-05
nant,13,1.28631e-05
nɪt,13,1.28631e-05
maːs,13,1.28631e-05
mɪf,13,1.28631e-05
mɛːs,13,1.28631e-05
liːs,13,1.28631e-05
lants,13,1.28631e-05
laŋt,13,1.28631e-05
laɪs,13,1.28631e-05
lɛtst,13,1.28631e-05
kspaʊ,13,1.28631e-05
kro,13,1.28631e-05
kraɪ,13,1.28631e-05
klɪçst,13,1.28631e-05
kʊkt,13,1.28631e-05
kɒɛs,13,1.28631e-05
kɔf,13,1.28631e-05
jts,13,1.28631e-05
hɛlt,13,1.28631e-05
ɡleː,13,1.28631e-05
ɡeːnt,13,1.28631e-05
ɡʊ,13,1.28631e-05
friːs,13,1.28631e-05
fɔlks,13,1.28631e-05
fɔlk,13,1.28631e-05
fɛnd,13,1.28631e-05
fəs,13,1.28631e-05
dɛɐ,13,1.28631e-05
briːf,13,1.28631e-05
bluːm,13,1.28631e-05
bar,13,1.28631e-05
bʏ,13,1.28631e-05
bɪm,13,1.28631e-05
aʊfs,13,1.28631e-05
aːrs,13,1.28631e-05
ʃtɛɐ,13,1.28631e-05
ʃpreː,13,1.28631e-05
ʃpls,13,1.28631e-05
ʃpl,13,1.28631e-05
ʃpant,13,1.28631e-05
ʃmɪts,13,1.28631e-05
ʃar,13,1.28631e-05
ʃan,13,1.28631e-05
ɒiːɐn,13,1.28631e-05
çɛt,13,1.28631e-05
zeːm,12,1.18736e-05
zər,12,1.18736e-05
valt,12,1.18736e-05
vʊp,12,1.18736e-05
tsan,12,1.18736e-05
tsʊ,12,1.18736e-05
tsɪkst,12,1.18736e-05
tsɪj,12,1.18736e-05
trɪt,12,1.18736e-05
taɪlt,12,1.18736e-05
tʊs,12,1.18736e-05
tɐt,12,1.18736e-05
sjoː,12,1.18736e-05
sɪst,12,1.18736e-05
puː,12,1.18736e-05
pseːn,12,1.18736e-05
poː,12,1.18736e-05
pʃiː,12,1.18736e-05
pɔɐt,12,1.18736e-05
nuːt,12,1.18736e-05
ntsəl,12,1.18736e-05
nɔʏs,12,1.18736e-05
maŋ,12,1.18736e-05
maːk,12,1.18736e-05
liːɐn,12,1.18736e-05
lɛst,12,1.18736e-05
ləs,12,1.18736e-05
kveːm,12,1.18736e-05
kriːkt,12,1.18736e-05
kraɪç,12,1.18736e-05
klaʊs,12,1.18736e-05
kɒaŋst,12,1.18736e-05
kɪs,12,1.18736e-05
k,12,1.18736e-05
jɛː,12,1.18736e-05
hiː,12,1.18736e-05
hals,12,1.18736e-05
hɪ,12,1.18736e-05
ɡyː,12,1.18736e-05
ɡnən,12,1.18736e-05
ɡlas,12,1.18736e-05
ɡlɪs,12,1.18736e-05
ɡʏl,12,1.18736e-05
ɡʃaʊt,12,1.18736e-05
ɡɔs,12,1.18736e-05
ɡɪk,12,1.18736e-05
ɡ,12,1.18736e-05
fuː,12,1.18736e-05
feːlt,12,1.18736e-05
far,12,1.18736e-05
fʏlt,12,1.18736e-05
fɔɐts,12,1.18736e-05
drɪç,12,1.18736e-05
dm,12,1.18736e-05
dʒeː,12,1.18736e-05
dʊk,12,1.18736e-05
blɛnts,12,1.18736e-05
bjɛn,12,1.18736e-05
bʊm,12,1.18736e-05
bɪç,12,1.18736e-05
bɛl,12,1.18736e-05
bøː,12,1.18736e-05
aːt,12,1.18736e-05
ʃvaɪs,12,1.18736e-05
ʃuːl,12,1.18736e-05
ʃteːɐ,12,1.18736e-05
ʃtark,12,1.18736e-05
ʃtaʊ,12,1.18736e-05
ʃtɛt,12,1.18736e-05
ʃlaʊ,12,1.18736e-05
ʃãː,12,1.18736e-05
ɒiːm,12,1.18736e-05
çaː,12,1.18736e-05
çɐt,12,1.18736e-05
zyː,11,1.08841e-05
zuːh,11,1.08841e-05
zan,11,1.08841e-05
zʏm,11,1.08841e-05
zɔɐkt,11,1.08841e-05
zɪst,11,1.08841e-05
zɪk,11,1.08841e-05
zɪh,11,1.08841e-05
voːnt,11,1.08841e-05
vl,11,1.08841e-05
vaʊ,11,1.08841e-05
vʊst,11,1.08841e-05
vɪts,11,1.08841e-05
vɛŋ,11,1.08841e-05
vɛːl,11,1.08841e-05
vɐt,11,1.08841e-05
tsvans,11,1.08841e-05
tsv,11,1.08841e-05
tsjoːm,11,1.08841e-05
tsɛː,11,1.08841e-05
traːks,11,1.08841e-05
tjan,11,1.08841e-05
tiːn,11,1.08841e-05
taːhs,11,1.08841e-05
tʃarts,11,1.08841e-05
tɪf,11,1.08841e-05
tɛst,11,1.08841e-05
seːɐt,11,1.08841e-05
səs,11,1.08841e-05
riːɐn,11,1.08841e-05
raːd,11,1.08841e-05
rɒar,11,1.08841e-05
rɛf,11,1.08841e-05
pʃiːd,11,1.08841e-05
pɪl,11,1.08841e-05
pɛkt,11,1.08841e-05
ntɐ,11,1.08841e-05
naŋ,11,1.08841e-05
nʏts,11,1.08841e-05
nʏm,11,1.08841e-05
nɪm,11,1.08841e-05
laʊs,11,1.08841e-05
laʊps,11,1.08841e-05
kuːl,11,1.08841e-05
kraːm,11,1.08841e-05
klaː,11,1.08841e-05
kɔms,11,1.08841e-05
kɛns,11,1.08841e-05
huːt,11,1.08841e-05
hiːs,11,1.08841e-05
haʊn,11,1.08841e-05
haŋ,11,1.08841e-05
hɛlts,11,1.08841e-05
hɛk,11,1.08841e-05
ɡant,11,1.08841e-05
ɡaːs,11,1.08841e-05
ɡʏm,11,1.08841e-05
ɡʃtɛl,11,1.08841e-05
ɡʃaɪ,11,1.08841e-05
ɡɪl,11,1.08841e-05
ɡəlt,11,1.08841e-05
ɡəʃ,11,1.08841e-05
fr,11,1.08841e-05
fliːɡ,11,1.08841e-05
faʃ,11,1.08841e-05
fʏnft,11,1.08841e-05
fɪ,11,1.08841e-05
drən,11,1.08841e-05
daːks,11,1.08841e-05
dʊŋs,11,1.08841e-05
bʃprɛç,11,1.08841e-05
ʃvɛs,11,1.08841e-05
ʃtiː,11,1.08841e-05
ʃtɪŋ,11,1.08841e-05
ʃtɛk,11,1.08841e-05
ʃrɪf,11,1.08841e-05
ʃɛfs,11,1.08841e-05
ɒɔft,11,1.08841e-05
ɒɪʃ,11,1.08841e-05
ɒɛçt,11,1.08841e-05
çɐn,11,1.08841e-05
øː,11,1.08841e-05
zal,10,9.8947e-06
zɛlpst,10,9.8947e-06
vm,10,9.8947e-06
tseːm,10,9.8947e-06
tiːts,10,9.8947e-06
tʊɐ,10,9.8947e-06
tʃɛʃ,10,9.8947e-06
tɪçs,10,9.8947e-06
suɐ,10,9.8947e-06
stsaɪ,10,9.8947e-06
siːɐ,10,9.8947e-06
sɔft,10,9.8947e-06
sɪʃ,10,9.8947e-06
raʊʃ,10,9.8947e-06
plɛts,10,9.8947e-06
pap,10,9.8947e-06
pan,10,9.8947e-06
naʊn,10,9.8947e-06
nɛːmç,10,9.8947e-06
maːh,10,9.8947e-06
mʊn,10,9.8947e-06
liːb,10,9.8947e-06
lɪçt,10,9.8947e-06
kvatʃ,10,9.8947e-06
kryːs,10,9.8947e-06
kroːns,10,9.8947e-06
kraɪs,10,9.8947e-06
kraː,10,9.8947e-06
klaɪm,10,9.8947e-06
klç,10,9.8947e-06
kʃɔp,10,9.8947e-06
kɔxt,10,9.8947e-06
kɛnst,10,9.8947e-06
jak,10,9.8947e-06
jʊɐ,10,9.8947e-06
hak,10,9.8947e-06
hɔɐn,10,9.8947e-06
hɛs,10,9.8947e-06
hɛŋst,10,9.8947e-06
ɡrɛç,10,9.8947e-06
ɡnyː,10,9.8947e-06
ɡloː,10,9.8947e-06
ɡɪɡ,10,9.8947e-06
faf,10,9.8947e-06
fʊl,10,9.8947e-06
fɛŋ,10,9.8947e-06
dzɐ,10,9.8947e-06
draʊs,10,9.8947e-06
drɛŋt,10,9.8947e-06
doːf,10,9.8947e-06
doːɐ,10,9.8947e-06
dlt,10,9.8947e-06
daɪn,10,9.8947e-06
dɔʏt,10,9.8947e-06
dɛkt,10,9.8947e-06
dəlt,10,9.8947e-06
bran,10,9.8947e-06
brɔʃ,10,9.8947e-06
brɪt,10,9.8947e-06
blat,10,9.8947e-06
blaː,10,9.8947e-06
biːt,10,9.8947e-06
baŋk,10,9.8947e-06
baɪp,10,9.8947e-06
bɛn,10,9.8947e-06
ʏɐ,10,9.8947e-06
ʃve,10,9.8947e-06
ʃteːs,10,9.8947e-06
ʃt,10,9.8947e-06
ʃrøː,10,9.8947e-06
ʃpaːrt,10,9.8947e-06
ʃpɔɐ,10,9.8947e-06
ʃiːl,10,9.8947e-06
ʃeː,10,9.8947e-06
ʃãːs,10,9.8947e-06
ʃaːf,10,9.8947e-06
ʃɛŋk,10,9.8947e-06
ɒɪɐŋt,10,9.8947e-06
ɒɛç,10,9.8947e-06
ɒɛːn,10,9.8947e-06
ɒøːl,10,9.8947e-06
ɛlft,10,9.8947e-06
øːs,10,9.8947e-06
zuːxs,9,8.9052e-06
ziːf,9,8.9052e-06
zaʊn,9,8.9052e-06
zɪtst,9,8.9052e-06
vn,9,8.9052e-06
vaɪç,9,8.9052e-06
tyːɐ,9,8.9052e-06
tsaɪn,9,8.9052e-06
tsaɪkt,9,8.9052e-06
tsɪn,9,8.9052e-06
tsøː,9,8.9052e-06
trɔʏn,9,8.9052e-06
tar,9,8.9052e-06
tʊn,9,8.9052e-06
tʃɪɐm,9,8.9052e-06
sam,9,8.9052e-06
saɪk,9,8.9052e-06
sɪnt,9,8.9052e-06
sɐs,9,8.9052e-06
riːɐt,9,8.9052e-06
raːm,9,8.9052e-06
puːl,9,8.9052e-06
psɪç,9,8.9052e-06
praʊ,9,8.9052e-06
pɪt,9,8.9052e-06
nzoː,9,8.9052e-06
nsvants,9,8.9052e-06
narts,9,8.9052e-06
naŋk,9,8.9052e-06
nɛts,9,8.9052e-06
myːl,9,8.9052e-06
mant,9,8.9052e-06
mʊx,9,8.9052e-06
mʊŋ,9,8.9052e-06
mɛt,9,8.9052e-06
mɛɐt,9,8.9052e-06
leːp,9,8.9052e-06
lɔʏt,9,8.9052e-06
lɪh,9,8.9052e-06
lɐn,9,8.9052e-06
kriːçt,9,8.9052e-06
krɛf,9,8.9052e-06
klu,9,8.9052e-06
klɪf,9,8.9052e-06
kløːs,9,8.9052e-06
kɪnt,9,8.9052e-06
kɪ,9,8.9052e-06
juːs,9,8.9052e-06
joːn,9,8.9052e-06
jøː,9,8.9052e-06
haf,9,8.9052e-06
haɪts,9,8.9052e-06
ɡryːn,9,8.9052e-06
ɡrãː,9,8.9052e-06
ɡkɔ,9,8.9052e-06
ɡaːd,9,8.9052e-06
ɡœt,9,8.9052e-06
ɡɐt,9,8.9052e-06
fraːk,9,8.9052e-06
frɛm,9,8.9052e-06
foːl,9,8.9052e-06
fiːɐt,9,8.9052e-06
fbaː,9,8.9052e-06
dʒar,9,8.9052e-06
dʊt,9,8.9052e-06
dʊŋk,9,8.9052e-06
dɪʃ,9,8.9052e-06
dɛʃ,9,8.9052e-06
braʊnʃ,9,8.9052e-06
brɪŋt,9,8.9052e-06
bat,9,8.9052e-06
ban,9,8.9052e-06
bak,9,8.9052e-06
bʊʃ,9,8.9052e-06
bɔɐk,9,8.9052e-06
bɐt,9,8.9052e-06
bɐn,9,8.9052e-06
artst,9,8.9052e-06
aŋs,9,8.9052e-06
aɪl,9,8.9052e-06
ʃuːt,9,8.9052e-06
ʃtroː,9,8.9052e-06
ʃtʏɐ,9,8.9052e-06
ʃtøː,9,8.9052e-06
ʃnɛ,9,8.9052e-06
ʃmʊk,9,8.9052e-06
ʃlaːf,9,8.9052e-06
ʃʏt,9,8.9052e-06
ʃɛː,9,8.9052e-06
ɒiːɐ,9,8.9052e-06
ɒaʃ,9,8.9052e-06
ɒaɪnt,9,8.9052e-06
ɒɔx,9,8.9052e-06
ŋar,9,8.9052e-06
ɪl,9,8.9052e-06
ço,9,8.9052e-06
zaːl,8,7.9157e-06
zɔnt,8,7.9157e-06
zɛkst,8,7.9157e-06
zɛçts,8,7.9157e-06
vaɪk,8,7.9157e-06
vɔʏ,8,7.9157e-06
vɪʃt,8,7.9157e-06
vœɐn,8,7.9157e-06
tstaː,8,7.9157e-06
tso,8,7.9157e-06
tsənt,8,7.9157e-06
traːx,8,7.9157e-06
tiːk,8,7.9157e-06
tam,8,7.9157e-06
takt,8,7.9157e-06
taf,8,7.9157e-06
tʊts,8,7.9157e-06
tɪɡ,8,7.9157e-06
tɛt,8,7.9157e-06
tɛp,8,7.9157e-06
tɛkst,8,7.9157e-06
snaː,8,7.9157e-06
smart,8,7.9157e-06
siːm,8,7.9157e-06
seːŋ,8,7.9157e-06
sɪm,8,7.9157e-06
rak,8,7.9157e-06
rɔʏm,8,7.9157e-06
psɒaʊs,8,7.9157e-06
prɪŋ,8,7.9157e-06
prɛf,8,7.9157e-06
pots,8,7.9157e-06
plaːt,8,7.9157e-06
piːɐt,8,7.9157e-06
niːr,8,7.9157e-06
nɡə,8,7.9157e-06
naːrs,8,7.9157e-06
nʏnf,8,7.9157e-06
nɛl,8,7.9157e-06
maːx,8,7.9157e-06
maːn,8,7.9157e-06
mɪp,8,7.9157e-06
mç,8,7.9157e-06
lax,8,7.9157e-06
lʊts,8,7.9157e-06
krœp,8,7.9157e-06
klɪk,8,7.9157e-06
kl,8,7.9157e-06
kʏɐts,8,7.9157e-06
kʊɐt,8,7.9157e-06
jap,8,7.9157e-06
iːt,8,7.9157e-06
haʊt,8,7.9157e-06
hʊm,8,7.9157e-06
hɔɐst,8,7.9157e-06
hɛf,8,7.9157e-06
ɡriː,8,7.9157e-06
ɡreː,8,7.9157e-06
ɡrøːs,8,7.9157e-06
ɡl,8,7.9157e-06
ɡiːbt,8,7.9157e-06
ɡaŋs,8,7.9157e-06
ɡaɪ,8,7.9157e-06
ɡʃtɛlt,8,7.9157e-06
ftsɛn,8,7.9157e-06
ftɐ,8,7.9157e-06
flʏs,8,7.9157e-06
faŋs,8,7.9157e-06
faːst,8,7.9157e-06
fɪk,8,7.9157e-06
fɪɐm,8,7.9157e-06
fɛː,8,7.9157e-06
dyː,8,7.9157e-06
diːnt,8,7.9157e-06
dʒo,8,7.9157e-06
dʊl,8,7.9157e-06
brʏs,8,7.9157e-06
blas,8,7.9157e-06
blə,8,7.9157e-06
biːɐs,8,7.9157e-06
bɡə,8,7.9157e-06
bart,8,7.9157e-06
bɪnt,8,7.9157e-06
bɛʃt,8,7.9157e-06
aʃ,8,7.9157e-06
ʃtɛf,8,7.9157e-06
ʃi,8,7.9157e-06
ʃarf,8,7.9157e-06
ʃaɪs,8,7.9157e-06
ʃʊts,8,7.9157e-06
ʃʊlts,8,7.9157e-06
ʃʊŋ,8,7.9157e-06
ʃɪçt,8,7.9157e-06
ɒaːr,8,7.9157e-06
ɒɔt,8,7.9157e-06
ɒɔl,8,7.9157e-06
ɒən,8,7.9157e-06
ɔ,8,7.9157e-06
çɒaʊs,8,7.9157e-06
ənh,8,7.9157e-06
zyːs,7,6.9263e-06
zʊ,7,6.9263e-06
zɪf,7,6.9263e-06
zɛlps,7,6.9263e-06
yːɐç,7,6.9263e-06
xɒaʊf,7,6.9263e-06
we,7,6.9263e-06
vyːɐ,7,6.9263e-06
vaʃ,7,6.9263e-06
vɔn,7,6.9263e-06
vœlf,7,6.9263e-06
uːt,7,6.9263e-06
tsvœl,7,6.9263e-06
tsjoːŋ,7,6.9263e-06
tru,7,6.9263e-06
tro,7,6.9263e-06
trax,7,6.9263e-06
trɔl,7,6.9263e-06
trɔʏ,7,6.9263e-06
tl,7,6.9263e-06
teːɐ,7,6.9263e-06
teɐ,7,6.9263e-06
tʊ,7,6.9263e-06
tʃteː,7,6.9263e-06
tʃi,7,6.9263e-06
tʃən,7,6.9263e-06
təp,7,6.9263e-06
snaːms,7,6.9263e-06
snʊm,7,6.9263e-06
seːk,7,6.9263e-06
sap,7,6.9263e-06
sɪf,7,6.9263e-06
sɛp,7,6.9263e-06
roːl,7,6.9263e-06
rɛks,7,6.9263e-06
rɛːt,7,6.9263e-06
prɛç,7,6.9263e-06
plɛk,7,6.9263e-06
pe,7,6.9263e-06
pɔst,7,6.9263e-06
pɪʃ,7,6.9263e-06
pɛtʃ,7,6.9263e-06
pɛç,7,6.9263e-06
p,7,6.9263e-06
nzə,7,6.9263e-06
ne,7,6.9263e-06
naz,7,6.9263e-06
naf,7,6.9263e-06
nʊŋk,7,6.9263e-06
nʊ,7,6.9263e-06
nɔs,7,6.9263e-06
maxs,7,6.9263e-06
maːt,7,6.9263e-06
mʊt,7,6.9263e-06
mʊʃ,7,6.9263e-06
mɪɒ,7,6.9263e-06
məl,7,6.9263e-06
mœn,7,6.9263e-06
loːn,7,6.9263e-06
lɔts,7,6.9263e-06
lɪks,7,6.9263e-06
kval,7,6.9263e-06
kraft,7,6.9263e-06
kraŋk,7,6.9263e-06
kraŋ,7,6.9263e-06
krɪst,7,6.9263e-06
klaŋ,7,6.9263e-06
klɪt,7,6.9263e-06
kalt,7,6.9263e-06
kaʊts,7,6.9263e-06
kɔt,7,6.9263e-06
kəns,7,6.9263e-06
jɔs,7,6.9263e-06
jɔɐ,7,6.9263e-06
jɛtss,7,6.9263e-06
jɛn,7,6.9263e-06
iːf,7,6.9263e-06
hʏt,7,6.9263e-06
hʊ,7,6.9263e-06
hɪh,7,6.9263e-06
hɛçt,7,6.9263e-06
hɛɐps,7,6.9263e-06
ɡoː,7,6.9263e-06
ɡkriːk,7,6.9263e-06
ɡʊŋs,7,6.9263e-06
ɡʊŋk,7,6.9263e-06
fyːɐn,7,6.9263e-06
friːt,7,6.9263e-06
frɪŋ,7,6.9263e-06
flyːŋ,7,6.9263e-06
fleː,7,6.9263e-06
flaʃ,7,6.9263e-06
flaɪç,7,6.9263e-06
flʊs,7,6.9263e-06
flɪk,7,6.9263e-06
fʏl,7,6.9263e-06
fɔɐm,7,6.9263e-06
fɛːɐs,7,6.9263e-06
fɐn,7,6.9263e-06
dzm,7,6.9263e-06
dzə,7,6.9263e-06
dvas,7,6.9263e-06
draː,7,6.9263e-06
dlɐ,7,6.9263e-06
diːz,7,6.9263e-06
dʒɔp,7,6.9263e-06
dʒən,7,6.9263e-06
dəŋ,7,6.9263e-06
døːl,7,6.9263e-06
bri,7,6.9263e-06
brant,7,6.9263e-06
brɛn,7,6.9263e-06
bmt,7,6.9263e-06
blaɪb,7,6.9263e-06
bant,7,6.9263e-06
baŋ,7,6.9263e-06
bɛː,7,6.9263e-06
bənh,7,6.9263e-06
aːɐn,7,6.9263e-06
ʏɐd,7,6.9263e-06
ʊps,7,6.9263e-06
ʊnɒ,7,6.9263e-06
ʃyː,7,6.9263e-06
ʃvɛː,7,6.9263e-06
ʃuːs,7,6.9263e-06
ʃtax,7,6.9263e-06
ʃtʊm,7,6.9263e-06
ʃprɪŋ,7,6.9263e-06
ʃpaːr,7,6.9263e-06
ʃpɛçt,7,6.9263e-06
ʃleːs,7,6.9263e-06
ʃiːn,7,6.9263e-06
ʃiːf,7,6.9263e-06
ʃeːn,7,6.9263e-06
ʃʏl,7,6.9263e-06
ʃɛl,7,6.9263e-06
